,sentence,classification,set
10,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 3011598321 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246703798 980020035 2246703798 530246988 2245384272 1167268241 2245384272 4008337421 864674487 2222621677 2246728737 3975275337,1.0,train
11,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 1899422126 2245900962 4291903839 2246728737 3545074552,1.0,train
12,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 1899422126 2245900962 3295264791 2245273601 3723427516 2246728737 3537119515 2246728737 3537119515,1.0,train
13,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 1899422126 2245900962 3633569943 2245384272 3994179159 864674487 2222621677 2246728737 3975275337,1.0,train
14,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 1899422126 2245900962 3633569943 2245384272 1173346717 2245384272 4008337421 864674487 2222621677 2246728737 3975275337,1.0,train
15,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 1899422126 2245900962 3295264791 2245273601 2666628077 864662311 1542633699 2246728737 3537119515,1.0,train
16,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 994485099 3217380708 1913726790 2245900962 1899422126 2245900962 3633569943 2245384272 2711165291 882399112 484537559 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 3124581743 2246728737 422715066 3217380708 1135286194 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,1.0,train
17,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 3624155 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614,1.0,train
18,882399112 485458970 2245273601 2641323993 882399112 485458970 2245384272 1506997381 2246703798 530246988 2246703798 980020035 3217380708 3011598321 3218693969 994485099 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,1.0,train
19,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 1899422126 2245900962 3633569943 2245384272 1173346717 2245384272 1173125914 2246728737 3542456614,1.0,train
20,882399112 485458970 2245273601 2641323993 882399112 485458970 2245384272 4003049590 864674487 2115476908 3217380708 3162837314 3218693969 994485099 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,1.0,train
21,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 994485099 3217380708 1135286194 864674487 2115476908 2245384272 4008337421 2245384272 1167268241 2246703798 530250207 2246699815 2150511006 882399112 475355132 882399112 475355132 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,1.0,train
22,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 3162837314 864674487 2115476908 2245384272 4008337421 2245384272 1167268241 2246703798 530250207 2246699815 2150511006 882399112 475355132 882399112 475355132 3218693969 951226070 3218693969 98513984 3218693969 951226070,1.0,train
23,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 994485099 3217380708 1913726790 2245900962 1899422126 2245900962 3633569943 2245384272 1173346717 2245384272 1173125914 2246728737 3542456614 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 3124581743 2246728737 422715066 3217380708 1135286194 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,1.0,train
24,882399112 484537559 2245384272 2687568853 2245384272 1167268241 2246703798 530246988 2246703798 980020035 3217380708 3011598321 3218693969 994485099 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,1.0,train
25,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 3011598321 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246703798 980020035 2246703798 530246988 2245384272 1167268241 2245384272 1510461303 2245384272 4023654873 864662311 1535166686,1.0,train
26,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 1899422126 2245900962 3633569943 2245384272 2013359779 2246728737 3542456614,1.0,train
27,882399112 484537559 2245384272 2687568853 2245384272 1510461303 2245384272 1510461303 2245384272 1173346717 2245900962 3633569943 2245900962 1899422126 3217380708 1999904870 3218693969 994485099 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,1.0,train
28,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 994485099 3217380708 1913726790 2245900962 1899422126 2245900962 4291903839 2246728737 3545074552 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,1.0,train
29,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 3624155 2245384272 1510461303 2245384272 1173346717 2245900962 141882433 847433064 2551483158,1.0,train
30,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 3011598321 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246703798 980020035 2246703798 530246988 2245384272 1167268241 2245384272 1510461303 2245384272 4008337421 864674487 2222621677 2246728737 3975275337,1.0,train
31,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 3011598321 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246703798 980020035 2246703798 530246988 2245384272 1167268241 2245384272 4023654873 864662311 1535166686,1.0,train
32,882399112 485463469 2245277810 69470421 882399112 485463469 882399112 485463469 2245384272 1583009052 2245384272 1510461303 2245384272 3624155 3217380708 4121755354 3218693969 994485099 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,1.0,train
33,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 994485099 3217380708 1135286194 864674487 2115476908 2245384272 4003049590 2245273601 2641323993 882399112 485458970 882399112 485458970 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,1.0,train
34,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 994485099 3217380708 1135286194 864674487 2115476908 2245384272 4003049590 2245273601 2641323993 882399112 485458970 882399112 485458970 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 3124581743 2246728737 422715066 3217380708 1135286194 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,1.0,train
35,882399112 484537559 2245384272 2687568853 2245384272 1510461303 2245384272 1167322652 2246699815 1909986973 864942730 1510328189 3217380708 2994748777 3218693969 994485099 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,1.0,train
36,882399112 484537559 2245384272 2687568853 2245384272 1510461303 2245384272 1583799011 2245273601 2460259683 882399112 485458970 3217380708 3579962709 3218693969 994485099 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,1.0,train
37,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 1135286194 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 994485099 3217380708 3124581743 2246728737 422715066 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0,train
38,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 3624155 2245384272 1173125914 2246728737 3542456614,1.0,train
39,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 3624155 2245384272 1510461303 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614,1.0,train
40,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 994485099 3217380708 1135286194 864674487 2115476908 2245384272 4008337421 2245384272 1510461303 2245384272 1510461303 2245384272 2687568853 882399112 484537559 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,1.0,train
41,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 74537039 2245273601 3103812183 2245384272 1506563592 2246728737 3542456614 2246728737 3537119515,0.0,train
42,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 994485099 3217380708 1135286194 864674487 2115476908 2245384272 4008337421 2245384272 2687568853 882399112 484537559 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,0.0,train
43,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0.0,train
44,882399112 485463469 2245277810 69470421 882399112 485463469 882399112 485463469 2245384272 1583009052 2245384272 4008337421 864674487 2115476908 3217380708 3162837314 3218693969 994485099 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,0.0,train
45,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 994485099 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 431202968 2245273601 2845936339 882399112 485458970 882399112 485458970 3218693969 951226070 3218693969 951226070,0.0,train
46,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 1999904870 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245900962 1899486813 2245897107 3492293582,0.0,train
47,882399112 485458970 2245273601 2845936339 882399112 485458970 864674487 431202968 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 618671879 2246728737 3542456614,0.0,train
48,882399112 484537559 2245384272 2687568853 2245384272 4008337421 864674487 2115476908 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0.0,train
49,882399112 485463469 2245277810 1378530689 882399112 485463469 882399112 485463469 864674487 434045476 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 1243995854 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 3974650111 864942730 10565946 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0.0,train
