,sentence,classification
10,864662311 1535166686 2245384272 4022712435 2245277810 1448829206 2246728737 3537123720 864662311 1542631284 3217380708 2438709758 3189457552 3376021752 2041434490 3460898310 3217380708 4164236649 3217380708 36538691 2041434490 1100037548 3218693969 540046244 2092489639 3042542132 3217380708 30707086 2968968094 2513428378 2092489639 1849554589 2246728737 3657471097 3217380708 1871221615 3217380708 3980805843 3217380708 3796841743 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2424973678 1016841875 3452535345 864942730 10565946 2041434490 1101907775,0
11,2246728737 422715066 3217380708 3124581743 3218693969 572760528 2092489639 934550081 2976033787 2583443460 2968968094 517457164 2976033787 3145161786 882399112 4041152544 2976033787 1916236386 2245384272 3153477100 864662311 1535166686 3189457552 2667063169 3217380708 3430642422 864942730 10565946 2132511834 2296565457 3217380708 328936174 864942730 10565946,1
12,2245384272 1681811079 1016841875 198706261 1016841875 198706261,1
13,2968968094 2811394787 2092489639 1620258790 2976033787 2211527187 2968968094 517457164 2976033787 2974534217 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2976033787 2974534217 2246699815 2806018737 847961216 1362202978 2245277810 144568923 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720 864942730 1510328189 2245384272 2258843522 2245273601 1735424888 2245273601 4073938295 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 847961216 1362518133 2246699815 4222851645 2245273601 4223976160 847961216 1362518133 2246699815 1054767590 3217380708 3772302167 2041434490 1101907775 3217380708 3182824521 3217380708 2360741695 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3218693969 951226070 3218693969 951226070 864942730 1510328189 2245384272 1506993418 2246699815 3328145258 847957139 2591432844 864942730 1510328189 864942730 1510328189 864662311 1542633699,1
14,2246728737 3542456614 2245384272 2064788354 2246699815 1382479327 864942730 1510328189 2245277810 4287125113 2245384272 1582611257 2245273601 486030630 2246728737 3537119515 848128881 4178682433 2246728737 3818546315 2246728737 3818546315 3217380708 3933537673 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3933537673 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1
15,2246728737 3542456614 2245384272 2251845666 2092489639 2530377886 2041434490 222023415 2041434490 222023415 2092489639 2530377886 2245384272 2257970297 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2119439498 2976816164 477412243 2968968094 2119439498 2968968094 2803848648 2245384272 3129226281 864674487 2222621677 2246728737 3975275337 848128881 169168885 2246699815 2355616982 864942730 1510328189 2245384272 2064788354 2246728737 3542456614 3217380708 1449131080 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3462333187 864942730 10565946,1
16,2246728737 3818546315 848128881 994637429 2246728737 3818546315 2246699815 1797109758 864942730 1510328189 2245277810 4287125113 2245384272 1583009052 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2119439498 2976816164 4140340356 864662311 265892994 2968968094 2119439498 2968968094 2803848648 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 2246340824 1016841875 3452535345 3218693969 951226070 3218693969 951226070 3217380708 3933537673 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3933537673 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1
17,2246728737 3657471097 2092489639 469168129 2976033787 2463614838 2968968094 2117068077 2968968094 2117068077 2976033787 2463614838 2968968094 517457164 2976033787 1486598263 2968968094 517457164 864674487 1979311206 2246699815 4036774035 864942730 1510328189 2245273601 762870563 2245384272 4022716898 864662311 1535166686 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1
18,2246728737 3975275337 864674487 2076190208 3217380708 1135286194 3218693969 951226070 3218693969 951226070 3217380708 2246340824 1016841875 3452535345 3218693969 994485099 3217380708 2309124039 2246699815 1054767590 864942730 1510328189 847961216 717512901 2245384272 787069595 2245384272 3624155 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 2223687999 3218693969 951226070 3218693969 951226070 999334238 288315894 864942730 2228063684 864942730 2228063684 847961216 2200148275 2246699815 2447826885 864942730 1510328189 847961216 1693331843 2976033787 623728226 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077,1
19,847957139 1083852209 3217380708 472281497 2041434490 3458774156 2041434490 3458774156 3217380708 36538691 3217380708 1445852595 847957139 1083852209 2041434490 1101907775 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2424973678 1016841875 3452535345 3217380708 2425865203 1016841875 3452535345,1
20,2246728737 3542456614 2245384272 1173125914 2245384272 1583799011 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515,1
21,2246728737 3537119515 2245273601 4274827831 847957139 2599973650 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1
22,3218693969 98513984 3218693969 951226070 3217380708 2360741695 3217380708 2360741695 3218693969 994485099 3217380708 4121755354 2245384272 992462230 3217380708 4089138501 3218693969 2752034647 2132511834 2297887526 3217380708 2542264270 2041434490 1101907775 3217380708 1121298566 864942730 10565946 847961216 1868602760 2245384272 787069595 2245384272 4120224926 1026928756 205323193 2245384272 864365306 3217380708 1739267982 3189457552 4197146180 3217380708 1739267982 3218693969 951226070 3218693969 951226070 2245384272 3992410619 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 3218693969 951226070 3218693969 951226070 3218693969 951226070 3218693969 98513984,0
23,2246728737 3537123720 2245277810 144568923 2246728737 3537123720 2246728737 3537123720 847961216 1369337945 2245384272 781912670 2245273601 1674219510 864662311 1542633699 2245384272 4003049590 864674487 2115476908 3217380708 1135286194 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 1842898132 2968968094 1824088295 2976033787 1228528465 864662311 266675433 2976033787 1228528465 864662311 266675433 2968968094 1824088295 3217380708 1842114921,1
24,2246728737 3542456614 2245384272 2064788354 2246699815 2355616982 864942730 1510328189 848128881 169168885 3217380708 1449131080 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2976816164 477412243 2968968094 2119439498 2968968094 2803848648 2092489639 1634606847 2245384272 2257970297 2245384272 3624155 3217380708 3988861584 3351556771 1792562719 3218693969 203749390 3218693969 98513984 3218693969 951226070 2968968094 2803848648 2968968094 2119439498 2245384272 3129226281 864674487 2222621677 2246728737 3975275337,1
25,2246728737 3542456614 2245384272 773607102 847961216 717512901 2246699815 2464834696 847336149 3506860767 2245900962 4029097702 847433064 2551483158 847961216 717512901 2245384272 787069595 2245384272 4120224926 1026928756 205323193 2245384272 864365306 3217380708 2687950697 3217380708 4239037249 3218693969 951226070 3218693969 98513984 3218693969 3776905034 2041434490 1100037548 3612926680 3632350815,0
26,2246728737 3818546315 848128881 994637429 2246728737 3818546315 2246699815 2355616982 864942730 1510328189 2245384272 616374597 3217380708 1803337813 2092489639 3044751281 3218693969 572760528 3217380708 3207567135 2246728737 422715066 3218693969 951226070 3218693969 951226070 3217380708 550081331 2041434490 1101907775 3217380708 36538691 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 3207567135 2246728737 422715066 3218693969 951226070 3218693969 951226070,1
27,2246728737 3657471097 2092489639 2021812431 2968968094 2803848648 2968968094 2803848648 2092489639 963029399 2968968094 2803848648 2968968094 2803848648 3217380708 219610753 3217380708 3982379045 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3175776621 2041434490 1090571167 3217380708 3183395256 3218693969 951226070 3218693969 951226070 3217380708 2246340824 1016841875 3452535345 3218693969 994485099 3217380708 2850656190 2132511834 2296493092,1
28,882399112 485463469 2245277810 1312131881 882399112 485463469 882399112 485463469 3217380708 3909974435 3217380708 1191280979 1016841875 3452535345 2041434490 1101907775 3217380708 2284773903 2092489639 963029399 2968968094 2803848648 2968968094 416356657 2132511834 1289643292 2968968094 416356657 2968968094 2803848648 3218693969 951226070 3218693969 951226070,1
29,864666390 2246728737 3542456614 2245384272 2251845666 2092489639 1923187777 2968968094 2803848648 2968968094 2803848648 2092489639 203851115 2246699815 2574917850 864942730 1510328189 847961216 1362518133 2245273601 1351825692 2246699815 4222851645 864942730 1510328189 847961216 1693331843 2976033787 2285529321 2976033787 2761319679 3351556771 3725356643 2976816164 3871159421 2246728737 1861965050 2246728737 1861965050 2976033787 2202598049 2092489639 3968746622 3217380708 3925172229 864942730 10565946 2246699815 909362583 864662311 1533864325 864942730 1510328189 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1871221615 864942730 10565946 3217380708 1871221615 864942730 10565946,1
30,2246728737 3542456614 2245384272 1173125914 2245384272 1583799011 2245273601 1021876022 2246728737 3537119515 2976816164 1454848548 2245384272 3593041223 2246728737 3542456614 3217380708 2809361097 864942730 10565946 2132511834 2296493092 3217380708 3255046070 864942730 10565946 2132511834 2296493092 3217380708 2809361097 864942730 10565946,1
31,2246728737 1858577693 2976033787 2185212638 2968968094 1785683843 3189457552 1078211001 3217380708 369315086 3217380708 3798139026 2092489639 963029399 2968968094 2803848648 2968968094 2803848648 2092489639 2021812431 2246728737 3657471097 2968968094 2803848648 2968968094 2803848648 3217380708 1857396528 882399112 3337745083 3218693969 994485099 3217380708 3983062349 3217380708 3631761933 864942730 10565946 3217380708 2309124039 3218693969 572760528 2092489639 934550081 3217380708 3796970912 2246699815 2784506312 864662311 1533864325 864942730 1510328189,1
32,3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2994748777 2246699815 1054767590 847961216 717512901 2245384272 787069595 2245384272 1510461303 2245384272 4008337421 864674487 2115476908 3217380708 3162837314 3218693969 994485099 3217380708 4121755354 2245384272 2089117413 2092489639 1634606847 2968968094 2803848648 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2803848648 3218693969 951226070 3218693969 98513984 3218693969 951226070 864942730 1510328189 3218693969 951226070 3218693969 98513984,1
33,2246728737 3537123720 2245277810 135980867 2246728737 3537123720 2246728737 3537123720 864674487 2810421479 2246699815 2827868305 864942730 1510328189 3217380708 3811375594 3217380708 30707086 2968968094 2513428378 2092489639 1849554589 3217380708 1871221615 864942730 10565946 3217380708 4115064110 3217380708 3796841743 2092489639 3042542132 3218693969 540046244 2041434490 1100037548 3218693969 951226070 3218693969 203749390 3351556771 1792562719 2246728737 3657471097,1
34,2246728737 3542456614 2245384272 2064788354 2246699815 2355616982 864942730 1510328189 848128881 185358682 2976033787 1795978025 2968968094 2117068077 2968968094 2803848648 2092489639 1634606847 2968968094 2803848648 2968968094 2117068077 2245384272 2257970297 2245384272 3624155 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1449131080 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1
35,2246728737 3542456614 2245384272 3994088662 864674487 2222715027 2246699815 2827868305 864942730 1510328189 3217380708 3151378920 3218693969 3777168895 2041434490 3118255683 3218693969 540046244 2092489639 3534901675 2245273601 4206179036 2246728737 3537119515 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1
36,2246728737 3818546315 848128881 1914416804 2246728737 3818546315 3217380708 2577837950 3218693969 994485099 3217380708 2353112200 3217380708 3273018953 2041434490 1101907775 3217380708 472281497 847957139 1083852209 2041434490 458993620 2132511834 694069322 3218693969 951226070 3218693969 3776905034 2041434490 1100037548,0
37,2246728737 3657471097 2092489639 2021812431 2968968094 2803848648 2968968094 2803848648 2092489639 1634606847 2245384272 2257970297 2245384272 1510461303 2245384272 2257970297 2092489639 3346582092 3217380708 3796841743 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 480680885 3351556771 1791250428 3217380708 480680885 3218693969 951226070 3218693969 951226070 3217380708 2246340824 1016841875 3452535345 3218693969 994485099 3217380708 3796841743 2968968094 2803848648 2968968094 2803848648,1
38,319552149 427867059 3217380708 839602758 3217380708 4158944142 847957139 1083852209 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3217380708 170727310 2041434490 1101907775 3217380708 3182824521 3218693969 951226070 3218693969 951226070 3217380708 2905660137 864662311 26234434 3218693969 994485099 3217380708 2487927669 3351556771 1791271074 3218693969 994485099,1
39,864942730 1510328189 2246699815 411967733 2246728737 3545365497 847961216 1790668568 3217380708 3918336191 3218693969 994485099 3217380708 2353112200 3217380708 64070612 3218693969 54936104 3351556771 1792562719 3217380708 1123478188 847336149 202055245 2246699815 2448572767 847957139 2591432844 847957139 2591432844 2041434490 1101907775 3218693969 951226070 3218693969 98513984 3218693969 951226070,0
40,2246728737 3657471097 2092489639 469168129 2976033787 2463614838 2968968094 2117068077 2968968094 2142032900 2968968094 2117068077 2976033787 2463614838 2968968094 517457164 2976033787 623728226 2968968094 517457164 847961216 1693331843 2246699815 1054767590 864942730 1510328189 3217380708 3811375594 2041434490 2435680164 2092489639 1256946769 2246728737 3657471097 3217380708 3820826669 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3983062349,1
41,2246728737 3835273908 999334238 3266129148 864942730 2228063684 864942730 2228063684 3217380708 2223687999 3218693969 951226070 3218693969 951226070 3217380708 3579962709 3218693969 951226070 3218693969 951226070 2245273601 3110205660 864662311 1542633699 2245273601 4073938295 2245384272 4022716898 864662311 1535166686 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 2406779329 1016841875 170898322 1016841875 170898322,1
42,3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3217380708 64070612 3218693969 54936104 3351556771 1792562719 3217380708 1123478188 2041434490 1101907775 847336149 202055245 2246699815 2448572767 847957139 2591432844 847957139 2591432844,1
43,2246728737 3537119515 2245273601 4274827831 847957139 2599973650 2245384272 4003049590 864674487 2115476908 3217380708 1136130381 3217380708 3124581743 2246728737 422715066 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 3124581743 2246728737 422715066,1
44,2246728737 3542456614 2245384272 2064788354 2246699815 4194366826 864942730 1510328189 864674487 2810421479 2245277810 3464207038 2245384272 73745272 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245273601 2345607301 2246728737 3537119515 2245384272 600377156 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 3217380708 3933537673 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1
45,1016841875 3452535345 3217380708 2246340824 3218693969 951226070 3218693969 951226070 3217380708 480680885 3217380708 3796841743 3218693969 994485099 3351556771 1791250428 3217380708 480680885 3217380708 3796841743 2092489639 3346582092 2245384272 2257970297 2245384272 1510461303 2245384272 787069595 847961216 717723595 2246728737 3824063894 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070,1
46,2246728737 3818546315 848128881 3121777292 2246728737 3818546315 2245384272 3992410619 3217380708 1739267982 3218693969 951226070 3218693969 951226070 3217380708 2036328569 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 3918336191 847961216 3028039221 2976033787 3707577421 3217380708 698759429 848127915 271903915 864942795 2378775366 864942730 2378779377 3218693969 69887201 3218693969 4196661495 2041434490 612622329 3218693969 994485099 3189457552 4197146180,1
47,2246728737 3657471097 2092489639 1256946769 2041434490 222023415 2041434490 136366266 2041434490 3458774156 3217380708 2269473515 1026928756 1271691605 2245384272 864365306 3217380708 2739805032 3217380708 4194974166 2092489639 932734850 2976033787 2761319679 3351556771 1073159142 2968968094 4008506203 2976033787 2285529321 847961216 1693331843 2246699815 4222851645 864942730 1510328189 2245273601 3550810051 864662311 1542633699 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3925172229 864942730 10565946 2246699815 2784506312 864662311 1533864325 864942730 1510328189,1
48,2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 98513984 3217380708 2697110228 3218693969 951226070 2245384272 3624155 2245384272 603510687 848128881 3121777292 2246728737 3818546315 2246728737 3818546315,1
49,864942730 10565946 3217380708 2510215966 2092489639 1923187777 2968968094 2803848648 2968968094 2142032900 2968968094 1276993226 2245384272 2257970297 2245384272 1510461303 2245384272 1510461303 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2803848648 2092489639 963029399 2968968094 2803848648 2968968094 2803848648 3217380708 2284773903 3218693969 994485099 3217380708 3933537673 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469 3218693969 951226070 3218693969 3776905034 2041434490 1100037548,1
50,2246728737 3975275337 864674487 2076190208 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 3182824521 2041434490 1100037548 3218693969 3776905034 3218693969 951226070 3217380708 3491109101 2245273601 2025339464 864662311 1542633699 2976033787 667497574 2968968094 517457164 2976033787 2974534217 2968968094 2117068077 2968968094 2803848648 2092489639 190140222 2968968094 2811394787 2976033787 2035123431 2246703798 3528907692 2246997334 3696402029 3217380708 3983062349 3218693969 994485099,1
51,3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245384272 618671879 2246728737 3542456614,1
52,3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 3975295864 847957139 1083852209 3217380708 64070612 3218693969 54936104 3351556771 1792562719 3217380708 1123478188 2041434490 1101907775 847336149 202055245 2246699815 2448572767 847957139 2591432844 847957139 2591432844,1
53,2246728737 3542456614 2245384272 3593041223 2976816164 2026801565 864662311 265892994 2968968094 516041383 2976033787 2999514534 2968968094 2811394787 2092489639 198581797 2968968094 2803848648 2968968094 1276993226 3217380708 1842114921 3217380708 3790767943 2132511834 2296565457 3217380708 2720313463 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3983062349 2976816164 2995715945 2968968094 516041383 2246699815 1211233089 864942730 1510328189 864674487 2154935424 2246728737 3975275337 3217380708 2238101436 3218693969 994485099 3217380708 2238101436 3217380708 3796841743 3218693969 994485099 3217380708 1135286194 864674487 2076190208 2246728737 3975275337 2092489639 228862830 2246728737 3657471097 2976033787 3052233251 2976816164 2433164502 864662311 265892994 2976033787 1003250724 864674487 1979311206 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 2976816164 3226582067 2245384272 3593041223 2246728737 3542456614 3218693969 2604585747 3218693969 2070178920 2968968094 2516309301 2092489639 190140222 2968968094 2803848648 2968968094 2119439498 2976816164 1173528643 2976033787 3052233251 2246699815 1211233089 864942730 1510328189 864674487 2154935424 2246728737 3975275337 2968968094 2810604122,1
54,3217380708 1135286194 3217380708 2309124039 3218693969 994485099 3217380708 3918336191 847961216 1790668568 2246699815 3315826729 2245384272 1167322652 2245384272 1173125914 2246728737 3542456614 864942730 1510328189 3218693969 951226070 3218693969 951226070 2246699815 1822332700 2246728737 3545365497 864942730 1510328189 864674487 2115476908 2245384272 4003049590 2245273601 1674219510 2245384272 781912670 847961216 1369588494 2245273601 2635303940 2246728737 3537119515 2246728737 3537119515 864662311 1542633699,1
55,1016841875 3452535345 3217380708 2246340824 3218693969 951226070 3218693969 951226070 3217380708 480680885 3351556771 1791250428 3217380708 480680885 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3796841743 2092489639 3346582092 2245384272 2257970297 2245384272 1510461303 2245384272 787341104 847957139 2592785365 3217380708 3796841743 3218693969 994485099,1
56,2246728737 3818546315 848128881 3121777292 2246728737 3818546315 2245384272 3992410619 3217380708 1739267982 3218693969 951226070 3218693969 951226070 3217380708 1739267982 2245384272 864365306 1026928756 205323193 2245384272 4120224926 2245384272 787069595 847961216 1868602760 3217380708 2306985260 3217380708 1512794193 848127915 271903915 864942795 2378775366 864942730 2378779377 3217380708 4089138501 2245384272 992462230 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3218693969 2752034647 2132511834 2297887526 3189457552 4197146180,1
57,2246728737 3824063894 847961216 828793177 2246699815 2464834696 847336149 3506860767 2245900962 4029097702 847433064 2551483158 847961216 1790668568 3217380708 3918336191 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 64070612 3218693969 54936104 3351556771 1792562719 3217380708 1123478188 2041434490 1101907775 847336149 202055245 2246699815 2448572767 847957139 2591432844 847957139 2591432844,0
58,2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 98513984 3217380708 2697110228 3218693969 951226070 2245384272 3624155 2245384272 787069595 847961216 717723595 2246728737 3824063894,1
60,3855292234 2246728737 3824063894 847961216 1732628033 2976033787 945676240 2968968094 2117068077 2968968094 2117068077 2976033787 3311784590 3217380708 970433791 3218693969 951226070 3218693969 951226070 3217380708 2424973678 1016841875 3452535345 3217380708 2424973678 1016841875 3452535345 3218693969 994485099 3217380708 3334525955 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3334525955 4269929640,1
62,2246728737 3542456614 2245384272 3593041223 2976816164 2026801565 864662311 265892994 2968968094 516041383 2976033787 2999514534 2968968094 2811394787 2092489639 198581797 2968968094 2803848648 2968968094 1276993226 3217380708 1842114921 3217380708 3790767943 2132511834 2296565457 3217380708 2720313463 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3983062349 2976816164 2995715945 2968968094 516041383 2246699815 1211233089 864942730 1510328189 864674487 2154935424 2246728737 3975275337 3217380708 2238101436 3218693969 994485099 3217380708 2238101436 3217380708 3796841743 3218693969 994485099 3217380708 1135286194 864674487 2076190208 2246728737 3975275337 2092489639 840500938 2246703798 2719932443 864942730 1510337516 2976033787 3052233251 2976816164 2433164502 864662311 265892994 2976033787 1003250724 864674487 1979311206 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 2976816164 3226582067 2245384272 3593041223 2246728737 3542456614 3218693969 2604585747 3218693969 2070178920 2968968094 2516309301 2092489639 190140222 2968968094 2803848648 2968968094 2119439498 2976816164 1173528643 2976033787 3052233251 2246699815 1211233089 864942730 1510328189 864674487 2154935424 2246728737 3975275337 2968968094 2810604122,1
